epoch,step,train_m_loss,train_s_loss,test_m_loss,test_s_loss
4,4860,0.1308,0.1308,0.1192,0.1192
5,0,0.0983,0.0983,0.1124,0.1124
5,540,0.0952,0.0952,0.1374,0.1374
5,1080,0.1169,0.1169,0.125,0.125
5,1620,0.1137,0.1137,0.1247,0.1247
5,2160,0.1104,0.1104,0.0848,0.0848
5,2700,0.1163,0.1163,0.1406,0.1406
5,3240,0.1095,0.1095,0.1243,0.1243
5,3780,0.1397,0.1397,0.14,0.14
5,4320,0.1292,0.1292,0.1353,0.1353
5,4860,0.1308,0.1308,0.1131,0.1131
6,0,0.0983,0.0983,0.0963,0.0963
6,540,0.0952,0.0952,0.1136,0.1136
6,1080,0.1169,0.1169,0.1009,0.1009
6,1620,0.1137,0.1137,0.1037,0.1037
6,2160,0.1104,0.1104,0.114,0.114
6,2700,0.1163,0.1163,0.0892,0.0892
6,3240,0.1095,0.1095,0.0871,0.0871
6,3780,0.1397,0.1397,0.1057,0.1057
6,4320,0.1292,0.1292,0.1007,0.1007
6,4860,0.1308,0.1308,0.1288,0.1288
7,0,0.0983,0.0983,0.0899,0.0899
7,540,0.0952,0.0952,0.1159,0.1159
7,1080,0.1169,0.1169,0.0948,0.0948
7,1620,0.1137,0.1137,0.0795,0.0795
7,2160,0.1104,0.1104,0.1265,0.1265
7,2700,0.1163,0.1163,0.1097,0.1097
7,3240,0.1095,0.1095,0.1268,0.1268
7,3780,0.1397,0.1397,0.075,0.075
7,4320,0.1292,0.1292,0.0912,0.0912
7,4860,0.1308,0.1308,0.1352,0.1352
8,0,0.0983,0.0983,0.1103,0.1103
8,540,0.0952,0.0952,0.1106,0.1106
8,1080,0.1169,0.1169,0.0995,0.0995
8,1620,0.1137,0.1137,0.1113,0.1113
8,2160,0.1104,0.1104,0.1164,0.1164
8,2700,0.1163,0.1163,0.0897,0.0897
8,3240,0.1095,0.1095,0.0743,0.0743
8,3780,0.1397,0.1397,0.1208,0.1208
8,4320,0.1292,0.1292,0.131,0.131
8,4860,0.1308,0.1308,0.1261,0.1261
9,0,0.0983,0.0983,0.1195,0.1195
9,540,0.0952,0.0952,0.1206,0.1206
9,1080,0.1169,0.1169,0.1157,0.1157
9,1620,0.1137,0.1137,0.1037,0.1037
9,2160,0.1104,0.1104,0.1217,0.1217
9,2700,0.1163,0.1163,0.1425,0.1425
9,3240,0.1095,0.1095,0.0948,0.0948
9,3780,0.1397,0.1397,0.1402,0.1402
9,4320,0.1292,0.1292,0.1139,0.1139
9,4860,0.1308,0.1308,0.1277,0.1277
10,0,0.0983,0.0983,0.1316,0.1316
10,540,0.0952,0.0952,0.1178,0.1178
10,1080,0.1169,0.1169,0.0984,0.0984
10,1620,0.1137,0.1137,0.1346,0.1346
10,2160,0.1104,0.1104,0.1077,0.1077
10,2700,0.1163,0.1163,0.0914,0.0914
10,3240,0.1095,0.1095,0.1266,0.1266
10,3780,0.1397,0.1397,0.1185,0.1185
10,4320,0.1292,0.1292,0.1042,0.1042
10,4860,0.1308,0.1308,0.0996,0.0996
11,0,0.0983,0.0983,0.1083,0.1083
11,540,0.0952,0.0952,0.1099,0.1099
11,1080,0.1169,0.1169,0.0954,0.0954
11,1620,0.1137,0.1137,0.0874,0.0874
11,2160,0.1104,0.1104,0.1128,0.1128
11,2700,0.1163,0.1163,0.1226,0.1226
11,3240,0.1095,0.1095,0.1402,0.1402
11,3780,0.1397,0.1397,0.1181,0.1181
11,4320,0.1292,0.1292,0.1015,0.1015
11,4860,0.1308,0.1308,0.15,0.15
12,0,0.0983,0.0983,0.0963,0.0963
12,540,0.0952,0.0952,0.128,0.128
12,1080,0.1169,0.1169,0.1013,0.1013
12,1620,0.1137,0.1137,0.1478,0.1478
12,2160,0.1104,0.1104,0.1169,0.1169
12,2700,0.1163,0.1163,0.1322,0.1322
12,3240,0.1095,0.1095,0.1402,0.1402
12,3780,0.1397,0.1397,0.1166,0.1166
12,4320,0.1292,0.1292,0.1136,0.1136
12,4860,0.1308,0.1308,0.1316,0.1316
13,0,0.0983,0.0983,0.0949,0.0949
13,540,0.0952,0.0952,0.0764,0.0764
13,1080,0.1169,0.1169,0.1062,0.1062
13,1620,0.1137,0.1137,0.1228,0.1228
13,2160,0.1104,0.1104,0.0846,0.0846
13,2700,0.1163,0.1163,0.0999,0.0999
13,3240,0.1095,0.1095,0.1208,0.1208
13,3780,0.1397,0.1397,0.1306,0.1306
13,4320,0.1292,0.1292,0.1213,0.1213
13,4860,0.1308,0.1308,0.1122,0.1122
