epoch,step,train_m_loss,train_s_loss,test_m_loss,test_s_loss
16,4860,5.4444,5.4444,4.582,4.582
17,0,6.8949,6.8949,4.4274,4.4274
17,540,5.065,5.065,3.4358,3.4358
17,1080,3.9336,3.9336,5.0497,5.0497
17,1620,5.0724,5.0724,4.3405,4.3405
17,2160,6.2053,6.2053,3.6058,3.6058
17,2700,5.6405,5.6405,6.2227,6.2227
17,3240,5.2094,5.2094,6.0208,6.0208
17,3780,5.0344,5.0344,5.3835,5.3835
17,4320,4.045,4.045,4.8131,4.8131
17,4860,5.3698,5.3698,6.4003,6.4003
18,0,6.9583,6.9583,4.5535,4.5535
18,540,5.073,5.073,5.2652,5.2652
18,1080,3.9259,3.9259,5.139,5.139
18,1620,5.0713,5.0713,5.3331,5.3331
18,2160,6.2026,6.2026,5.3579,5.3579
18,2700,5.6079,5.6079,5.3385,5.3385
18,3240,5.2232,5.2232,4.9028,4.9028
18,3780,4.9811,4.9811,4.9693,4.9693
18,4320,3.9382,3.9382,4.8883,4.8883
18,4860,5.3637,5.3637,3.5398,3.5398
19,0,6.9417,6.9417,4.3996,4.3996
19,540,5.0655,5.0655,5.7475,5.7475
19,1080,3.9369,3.9369,4.3069,4.3069
19,1620,5.0864,5.0864,4.6292,4.6292
19,2160,6.1833,6.1833,5.8666,5.8666
19,2700,5.6314,5.6314,5.3043,5.3043
19,3240,5.2285,5.2285,4.3694,4.3694
19,3780,5.1127,5.1127,5.2581,5.2581
19,4320,4.0301,4.0301,4.3875,4.3875
19,4860,5.371,5.371,5.7858,5.7858
20,0,6.9763,6.9763,4.0361,4.0361
20,540,5.0616,5.0616,4.1508,4.1508
20,1080,3.9263,3.9263,4.5436,4.5436
20,1620,5.0931,5.0931,5.6495,5.6495
20,2160,6.1724,6.1724,5.255,5.255
20,2700,5.6442,5.6442,5.9509,5.9509
20,3240,5.2456,5.2456,4.6992,4.6992
20,3780,5.1065,5.1065,5.2602,5.2602
20,4320,3.9852,3.9852,4.7983,4.7983
20,4860,5.3639,5.3639,4.9674,4.9674
21,0,6.9524,6.9524,5.6567,5.6567
21,540,5.0613,5.0613,5.1478,5.1478
21,1080,3.9365,3.9365,3.2687,3.2687
21,1620,5.0757,5.0757,4.4878,4.4878
21,2160,6.1677,6.1677,5.1258,5.1258
21,2700,5.616,5.616,4.9362,4.9362
21,3240,5.2011,5.2011,6.4611,6.4611
21,3780,5.0836,5.0836,5.41,5.41
21,4320,4.0275,4.0275,5.0342,5.0342
21,4860,5.3642,5.3642,5.0606,5.0606
22,0,6.9811,6.9811,6.264,6.264
22,540,5.0654,5.0654,5.2119,5.2119
22,1080,3.921,3.921,5.7461,5.7461
22,1620,5.0769,5.0769,4.1551,4.1551
22,2160,6.1632,6.1632,4.088,4.088
22,2700,5.6181,5.6181,4.8185,4.8185
22,3240,5.2588,5.2588,4.894,4.894
22,3780,5.0259,5.0259,3.9893,3.9893
22,4320,3.9567,3.9567,6.0449,6.0449
22,4860,5.4093,5.4093,4.5974,4.5974
23,0,6.9391,6.9391,5.1362,5.1362
23,540,5.069,5.069,5.3022,5.3022
23,1080,3.926,3.926,5.2602,5.2602
23,1620,5.0657,5.0657,4.9613,4.9613
23,2160,6.1743,6.1743,6.0028,6.0028
23,2700,5.6523,5.6523,4.3522,4.3522
23,3240,5.2177,5.2177,5.9285,5.9285
23,3780,5.0725,5.0725,4.0795,4.0795
23,4320,4.079,4.079,3.8965,3.8965
23,4860,5.397,5.397,4.0335,4.0335
24,0,6.9717,6.9717,4.6638,4.6638
24,540,5.0692,5.0692,4.9351,4.9351
24,1080,3.9285,3.9285,3.7012,3.7012
24,1620,5.0837,5.0837,5.2691,5.2691
24,2160,6.1485,6.1485,5.7713,5.7713
24,2700,5.6097,5.6097,4.9149,4.9149
24,3240,5.2268,5.2268,4.962,4.962
24,3780,5.0338,5.0338,4.8576,4.8576
24,4320,3.9466,3.9466,3.8832,3.8832
24,4860,5.3739,5.3739,5.9235,5.9235
25,0,6.9514,6.9514,3.9552,3.9552
25,540,5.064,5.064,4.6726,4.6726
25,1080,3.941,3.941,4.8839,4.8839
25,1620,5.0685,5.0685,6.1815,6.1815
25,2160,6.1538,6.1538,5.52,5.52
25,2700,5.6313,5.6313,4.4884,4.4884
25,3240,5.2239,5.2239,5.0633,5.0633
25,3780,5.0067,5.0067,5.2963,5.2963
25,4320,3.9744,3.9744,5.0195,5.0195
25,4860,5.3532,5.3532,3.2899,3.2899
26,0,6.9103,6.9103,5.6252,5.6252
26,540,5.0641,5.0641,4.281,4.281
26,1080,3.9355,3.9355,4.544,4.544
26,1620,5.0407,5.0407,5.6829,5.6829
26,2160,6.1682,6.1682,4.6137,4.6137
26,2700,5.6251,5.6251,4.7699,4.7699
26,3240,5.2755,5.2755,5.3473,5.3473
26,3780,4.9909,4.9909,5.3107,5.3107
26,4320,3.9806,3.9806,4.272,4.272
26,4860,5.3457,5.3457,4.2338,4.2338
27,0,6.9228,6.9228,4.4472,4.4472
27,540,5.0694,5.0694,4.9602,4.9602
27,1080,3.9394,3.9394,7.0054,7.0054
27,1620,5.0478,5.0478,4.7042,4.7042
27,2160,6.1556,6.1556,5.3771,5.3771
27,2700,5.6341,5.6341,5.7883,5.7883
27,3240,5.2239,5.2239,4.5447,4.5447
27,3780,5.0394,5.0394,4.9201,4.9201
27,4320,4.0039,4.0039,4.4841,4.4841
27,4860,5.3713,5.3713,4.9904,4.9904
28,0,6.9039,6.9039,5.8138,5.8138
28,540,5.0582,5.0582,5.0238,5.0238
28,1080,3.9383,3.9383,5.042,5.042
28,1620,5.0745,5.0745,5.6122,5.6122
28,2160,6.1409,6.1409,5.4388,5.4388
28,2700,5.6508,5.6508,5.7955,5.7955
28,3240,5.2955,5.2955,4.9414,4.9414
28,3780,5.0913,5.0913,4.4645,4.4645
28,4320,4.0931,4.0931,4.989,4.989
28,4860,5.3543,5.3543,4.3407,4.3407
29,0,6.8783,6.8783,5.0039,5.0039
29,540,5.0712,5.0712,5.3151,5.3151
29,1080,3.943,3.943,4.8036,4.8036
29,1620,5.0741,5.0741,4.2353,4.2353
29,2160,6.1271,6.1271,5.2787,5.2787
29,2700,5.6163,5.6163,5.1412,5.1412
29,3240,5.2752,5.2752,4.6472,4.6472
29,3780,5.0229,5.0229,5.5804,5.5804
29,4320,4.0352,4.0352,4.7999,4.7999
29,4860,5.3278,5.3278,4.4057,4.4057
30,0,6.9334,6.9334,5.4478,5.4478
30,540,5.074,5.074,5.5737,5.5737
30,1080,3.9405,3.9405,5.3342,5.3342
30,1620,5.0519,5.0519,4.8038,4.8038
30,2160,6.1444,6.1444,5.7382,5.7382
30,2700,5.6376,5.6376,5.1359,5.1359
30,3240,5.2445,5.2445,5.2008,5.2008
30,3780,4.9944,4.9944,4.2229,4.2229
30,4320,4.0311,4.0311,4.1786,4.1786
30,4860,5.3493,5.3493,5.583,5.583
31,0,6.8456,6.8456,5.1947,5.1947
31,540,5.0811,5.0811,5.7015,5.7015
31,1080,3.9449,3.9449,4.6038,4.6038
31,1620,5.0424,5.0424,4.5037,4.5037
31,2160,6.162,6.162,5.2742,5.2742
31,2700,5.6237,5.6237,5.3689,5.3689
31,3240,5.2388,5.2388,5.6868,5.6868
31,3780,5.0449,5.0449,5.0969,5.0969
31,4320,4.051,4.051,4.604,4.604
31,4860,5.3666,5.3666,5.568,5.568
32,0,6.8852,6.8852,6.214,6.214
32,540,5.0812,5.0812,4.236,4.236
32,1080,3.9532,3.9532,4.2478,4.2478
32,1620,5.0564,5.0564,4.2225,4.2225
32,2160,6.1421,6.1421,4.6036,4.6036
32,2700,5.6479,5.6479,5.7247,5.7247
32,3240,5.2854,5.2854,5.1381,5.1381
32,3780,5.05,5.05,5.3732,5.3732
32,4320,4.0621,4.0621,4.5881,4.5881
32,4860,5.3574,5.3574,5.9559,5.9559
33,0,6.8866,6.8866,5.3956,5.3956
33,540,5.0769,5.0769,4.1342,4.1342
33,1080,3.9446,3.9446,4.143,4.143
33,1620,5.0428,5.0428,4.8353,4.8353
33,2160,6.1466,6.1466,4.8628,4.8628
33,2700,5.6178,5.6178,5.2793,5.2793
33,3240,5.2281,5.2281,4.8198,4.8198
33,3780,4.9722,4.9722,5.0704,5.0704
33,4320,3.9727,3.9727,5.1029,5.1029
33,4860,5.3292,5.3292,5.4243,5.4243
34,0,6.8888,6.8888,3.9567,3.9567
34,540,5.0737,5.0737,4.4272,4.4272
34,1080,3.942,3.942,5.4095,5.4095
34,1620,5.036,5.036,5.1141,5.1141
34,2160,6.1523,6.1523,5.9195,5.9195
34,2700,5.6226,5.6226,5.9264,5.9264
34,3240,5.2594,5.2594,5.1657,5.1657
34,3780,5.0357,5.0357,4.117,4.117
34,4320,4.0478,4.0478,4.4619,4.4619
34,4860,5.353,5.353,4.6619,4.6619
35,0,6.9097,6.9097,5.3334,5.3334
35,540,5.0721,5.0721,5.6881,5.6881
35,1080,3.9395,3.9395,4.9862,4.9862
35,1620,5.0341,5.0341,5.8675,5.8675
35,2160,6.1566,6.1566,5.111,5.111
35,2700,5.6226,5.6226,4.9343,4.9343
35,3240,5.2498,5.2498,4.7521,4.7521
35,3780,5.1139,5.1139,5.4032,5.4032
35,4320,4.1194,4.1194,4.6979,4.6979
35,4860,5.3579,5.3579,4.5282,4.5282
36,0,6.8858,6.8858,5.2629,5.2629
36,540,5.0847,5.0847,5.5882,5.5882
36,1080,3.9424,3.9424,4.3761,4.3761
36,1620,5.0436,5.0436,4.598,4.598
36,2160,6.1706,6.1706,4.937,4.937
36,2700,5.6307,5.6307,4.9475,4.9475
36,3240,5.2509,5.2509,4.9749,4.9749
36,3780,5.1332,5.1332,4.9341,4.9341
36,4320,4.0976,4.0976,4.1899,4.1899
36,4860,5.399,5.399,5.3788,5.3788
37,0,6.8775,6.8775,5.4645,5.4645
37,540,5.0828,5.0828,5.6749,5.6749
37,1080,3.9455,3.9455,3.9963,3.9963
37,1620,5.0243,5.0243,5.0041,5.0041
37,2160,6.1352,6.1352,4.1745,4.1745
37,2700,5.6256,5.6256,4.3332,4.3332
37,3240,5.2787,5.2787,4.0304,4.0304
37,3780,5.0216,5.0216,4.5323,4.5323
37,4320,4.0525,4.0525,4.6167,4.6167
37,4860,5.3455,5.3455,6.3393,6.3393
38,0,6.8319,6.8319,5.6866,5.6866
38,540,5.0844,5.0844,5.9589,5.9589
38,1080,3.9298,3.9298,5.0211,5.0211
38,1620,5.0364,5.0364,3.9837,3.9837
38,2160,6.1443,6.1443,3.3072,3.3072
38,2700,5.6306,5.6306,4.4733,4.4733
38,3240,5.2374,5.2374,4.7827,4.7827
38,3780,5.0186,5.0186,5.1864,5.1864
38,4320,4.0764,4.0764,5.1159,5.1159
38,4860,5.4705,5.4705,4.242,4.242
39,0,6.8265,6.8265,5.545,5.545
39,540,5.0748,5.0748,5.1645,5.1645
39,1080,3.9375,3.9375,4.5748,4.5748
39,1620,5.026,5.026,5.0825,5.0825
39,2160,6.1274,6.1274,3.9857,3.9857
39,2700,5.6039,5.6039,5.3392,5.3392
39,3240,5.2423,5.2423,4.8902,4.8902
39,3780,5.072,5.072,5.1894,5.1894
39,4320,4.1216,4.1216,4.7362,4.7362
39,4860,5.3647,5.3647,6.1742,6.1742
40,0,6.8348,6.8348,3.5734,3.5734
40,540,5.0718,5.0718,5.4323,5.4323
40,1080,3.9352,3.9352,5.5922,5.5922
40,1620,5.0278,5.0278,4.0991,4.0991
40,2160,6.142,6.142,4.563,4.563
40,2700,5.6395,5.6395,4.5076,4.5076
40,3240,5.2819,5.2819,3.7931,3.7931
40,3780,5.0925,5.0925,5.3589,5.3589
40,4320,4.1163,4.1163,5.6174,5.6174
40,4860,5.4283,5.4283,4.9139,4.9139
41,0,6.8614,6.8614,3.7012,3.7012
41,540,5.0627,5.0627,4.3492,4.3492
41,1080,3.9306,3.9306,5.0107,5.0107
41,1620,5.0109,5.0109,5.0407,5.0407
41,2160,6.1127,6.1127,5.6759,5.6759
41,2700,5.6276,5.6276,4.8812,4.8812
41,3240,5.314,5.314,5.2229,5.2229
41,3780,4.9553,4.9553,5.1565,5.1565
41,4320,3.9795,3.9795,4.9098,4.9098
41,4860,5.4244,5.4244,5.5126,5.5126
42,0,6.8038,6.8038,4.5278,4.5278
42,540,5.0608,5.0608,4.312,4.312
42,1080,3.933,3.933,4.3676,4.3676
42,1620,5.0198,5.0198,5.3951,5.3951
42,2160,6.1283,6.1283,4.5938,4.5938
42,2700,5.5995,5.5995,4.3392,4.3392
42,3240,5.2429,5.2429,4.753,4.753
42,3780,4.962,4.962,5.3665,5.3665
42,4320,4.0518,4.0518,5.2845,5.2845
42,4860,5.3583,5.3583,4.6722,4.6722
43,0,6.7816,6.7816,4.549,4.549
43,540,5.0613,5.0613,5.6856,5.6856
43,1080,3.9288,3.9288,5.8215,5.8215
43,1620,5.0335,5.0335,3.4696,3.4696
43,2160,6.1265,6.1265,5.5616,5.5616
43,2700,5.5989,5.5989,6.01,6.01
43,3240,5.2394,5.2394,5.2404,5.2404
43,3780,4.9906,4.9906,4.8975,4.8975
43,4320,4.0311,4.0311,4.9155,4.9155
43,4860,5.3343,5.3343,5.0122,5.0122
44,0,6.8616,6.8616,3.9398,3.9398
44,540,5.0629,5.0629,4.7588,4.7588
44,1080,3.9238,3.9238,4.7715,4.7715
44,1620,5.0238,5.0238,4.5088,4.5088
44,2160,6.1193,6.1193,4.217,4.217
44,2700,5.6217,5.6217,5.1573,5.1573
44,3240,5.3144,5.3144,5.1385,5.1385
44,3780,4.9961,4.9961,5.2425,5.2425
44,4320,4.0721,4.0721,5.8952,5.8952
44,4860,5.3544,5.3544,6.8368,6.8368
45,0,6.8008,6.8008,4.6298,4.6298
45,540,5.0684,5.0684,3.6809,3.6809
45,1080,3.9185,3.9185,4.641,4.641
45,1620,5.0241,5.0241,4.1098,4.1098
45,2160,6.1443,6.1443,5.1393,5.1393
45,2700,5.6159,5.6159,6.0959,6.0959
45,3240,5.2637,5.2637,5.3992,5.3992
45,3780,4.9369,4.9369,5.1594,5.1594
45,4320,4.1149,4.1149,5.4049,5.4049
45,4860,5.3709,5.3709,4.9861,4.9861
46,0,6.8393,6.8393,5.7189,5.7189
46,540,5.0616,5.0616,5.6939,5.6939
46,1080,3.9061,3.9061,4.9719,4.9719
46,1620,5.0375,5.0375,4.6935,4.6935
46,2160,6.1604,6.1604,4.8417,4.8417
46,2700,5.6609,5.6609,5.9762,5.9762
46,3240,5.3149,5.3149,4.2836,4.2836
46,3780,4.9652,4.9652,4.9238,4.9238
46,4320,4.0421,4.0421,4.8288,4.8288
46,4860,5.3683,5.3683,5.3675,5.3675
47,0,6.8107,6.8107,4.0579,4.0579
47,540,5.0557,5.0557,5.0591,5.0591
47,1080,3.908,3.908,5.8477,5.8477
47,1620,5.0372,5.0372,5.5417,5.5417
47,2160,6.1304,6.1304,5.7063,5.7063
47,2700,5.6254,5.6254,5.7722,5.7722
47,3240,5.2436,5.2436,5.5609,5.5609
47,3780,4.9542,4.9542,4.8828,4.8828
47,4320,4.0048,4.0048,5.2273,5.2273
47,4860,5.3493,5.3493,5.1334,5.1334
48,0,6.8032,6.8032,5.9507,5.9507
48,540,5.0594,5.0594,4.8863,4.8863
48,1080,3.8338,3.8338,6.1018,6.1018
48,1620,5.0742,5.0742,4.487,4.487
48,2160,6.1392,6.1392,5.9517,5.9517
48,2700,5.6543,5.6543,4.2,4.2
48,3240,5.2348,5.2348,5.8365,5.8365
48,3780,4.933,4.933,5.2275,5.2275
48,4320,4.0683,4.0683,5.3283,5.3283
48,4860,5.4139,5.4139,5.7193,5.7193
49,0,6.7902,6.7902,4.7686,4.7686
49,540,5.0656,5.0656,4.5938,4.5938
49,1080,3.8313,3.8313,5.3614,5.3614
49,1620,5.0425,5.0425,4.8884,4.8884
49,2160,6.1188,6.1188,4.4933,4.4933
49,2700,5.6575,5.6575,5.5935,5.5935
49,3240,5.306,5.306,5.252,5.252
49,3780,5.0036,5.0036,6.112,6.112
49,4320,3.9962,3.9962,5.6236,5.6236
49,4860,5.3656,5.3656,5.2023,5.2023
50,0,6.8285,6.8285,5.617,5.617
50,540,5.0511,5.0511,4.5964,4.5964
50,1080,3.8469,3.8469,4.211,4.211
50,1620,5.0213,5.0213,4.4225,4.4225
50,2160,6.1286,6.1286,4.1962,4.1962
50,2700,5.6861,5.6861,5.4368,5.4368
50,3240,5.2839,5.2839,5.6296,5.6296
50,3780,5.0579,5.0579,5.836,5.836
50,4320,4.0056,4.0056,4.7952,4.7952
50,4860,5.3784,5.3784,4.8919,4.8919
51,0,6.8089,6.8089,4.4473,4.4473
51,540,5.0475,5.0475,6.4698,6.4698
51,1080,3.728,3.728,4.812,4.812
51,1620,5.0145,5.0145,4.9096,4.9096
51,2160,6.1621,6.1621,4.7743,4.7743
51,2700,5.6092,5.6092,4.6437,4.6437
51,3240,5.3245,5.3245,5.3451,5.3451
51,3780,5.1005,5.1005,5.0465,5.0465
51,4320,4.0442,4.0442,4.9513,4.9513
51,4860,5.3911,5.3911,4.946,4.946
52,0,6.9148,6.9148,5.9942,5.9942
52,540,5.0542,5.0542,5.4977,5.4977
52,1080,3.6975,3.6975,4.6347,4.6347
52,1620,4.961,4.961,6.3263,6.3263
52,2160,6.1597,6.1597,6.2258,6.2258
52,2700,5.5877,5.5877,5.9362,5.9362
52,3240,5.2042,5.2042,4.8963,4.8963
52,3780,5.0407,5.0407,5.8058,5.8058
52,4320,3.9952,3.9952,5.1638,5.1638
52,4860,5.3327,5.3327,5.136,5.136
53,0,6.8041,6.8041,4.9471,4.9471
53,540,5.0359,5.0359,4.5066,4.5066
53,1080,3.66,3.66,5.3873,5.3873
53,1620,4.8346,4.8346,4.4979,4.4979
53,2160,6.1414,6.1414,4.8136,4.8136
53,2700,5.6006,5.6006,5.479,5.479
53,3240,5.2205,5.2205,5.0552,5.0552
53,3780,5.0536,5.0536,5.5579,5.5579
53,4320,3.9969,3.9969,5.502,5.502
53,4860,5.3111,5.3111,5.3736,5.3736
54,0,6.8797,6.8797,5.3745,5.3745
54,540,5.0229,5.0229,5.8581,5.8581
54,1080,3.645,3.645,4.3534,4.3534
54,1620,4.8471,4.8471,5.3361,5.3361
54,2160,6.0902,6.0902,5.2206,5.2206
54,2700,5.5749,5.5749,5.1318,5.1318
54,3240,5.1782,5.1782,4.7746,4.7746
54,3780,4.9471,4.9471,4.6504,4.6504
54,4320,3.942,3.942,4.4081,4.4081
54,4860,5.3084,5.3084,5.1225,5.1225
55,0,6.7667,6.7667,5.6123,5.6123
55,540,5.0005,5.0005,5.946,5.946
55,1080,3.6541,3.6541,5.3069,5.3069
55,1620,4.6402,4.6402,5.6764,5.6764
55,2160,6.1791,6.1791,5.3094,5.3094
55,2700,5.5598,5.5598,6.1471,6.1471
55,3240,5.1617,5.1617,4.9001,4.9001
55,3780,4.8788,4.8788,5.6528,5.6528
55,4320,3.9894,3.9894,4.4708,4.4708
55,4860,5.3459,5.3459,5.1041,5.1041
56,0,6.8234,6.8234,4.6093,4.6093
56,540,4.9948,4.9948,4.0393,4.0393
56,1080,3.712,3.712,5.3756,5.3756
56,1620,4.6277,4.6277,4.4458,4.4458
56,2160,6.116,6.116,5.7244,5.7244
56,2700,5.6255,5.6255,5.3519,5.3519
56,3240,5.0849,5.0849,4.6889,4.6889
56,3780,4.995,4.995,4.6593,4.6593
56,4320,4.0929,4.0929,4.6043,4.6043
56,4860,5.346,5.346,5.4964,5.4964
57,0,6.905,6.905,4.9102,4.9102
